text,rating
"signal lemah untuk main game mobile legend, ampas",1
Loading terus kg bisa digunakan,1
"di perbarui lagi, kadang susah masuk nya , harus install lagi baru bisa lagi",4
kesini sini jaringan nya sangat jelek dan buruk.buat main games jaringan nya sangat kurang,2
bagus,5
ok siap sangat bagus,5
mantap,5
ui payah didesain dengan tidak profesional,1
"kalau beli paket baru,sisa paket yang lama kok gak di pakai dulu,kenapa langsung paketan yang baru yang di pakai,semakin hari semakin mahal lagi harga paketnya,bener2 gak guna.",1
Good,5
"SUMPAH YA GW PAKAI TELKOMSEL UDH HAMPIR 10 TAHUN LEBIH TAPI UNTUK PERTAMA KALINYA, GW SANGAT KECEWA. MASA GK MUNCUL LINK VERIFIKASI UNTUK LOGIN ???? ATAU ADA KETERANGAN ""OOPS SEDANG ADA KENDALA"" 😡🤬🤬",1
"Coba sekali sekali liat App Axsi simpel mudah, cek data gampang dan beli paket tdk harus ada jaringan.. app ini mlh menyulit kan utk beli paket aja susah apa lg utk cek data. yg ada buffering. dan anehnya dr sekian komplen tdk ada pembenahan.",1
aplikasinya lambat dan sering eror.. buka menu aja lambatnya minta ampun.. katanya bye-bye ribet.. buma fitur aja lama,1
udahh mahal sering lelet pula,1
"makin kesini makin aneh aplikasinya, sering eror, loading lama",1
saya berapresiasi My Telkomsel terbaik di segala bidangnya,5
so al sinyal. telkomsel memang juara. anti lelet. anti lemot. semoga jaya selalu,5
koneksinya ky siput,1
"semenjak update apk suka ngebug, suka gabisa dibuka padahal sinyal penuh, error.",3
apk aneh mau registrasi malah di kirim link yg masuk ke apk judol,1
tolong hrga pket ny jngan trlalu mahal kalah saing sama yang lain,5
ok,5
"tidak bisa membeli paketan dengan dana, tulisanya maaf, biaya tagihan tidak bisa digunakan dan cek kembali jaringan, padahal jaringanya ada & kencang saldo juga ada terus waktu mencoba metode pembayaran menggunakan pulsa sama tulisanya tidak bisa digunakan dan cek jaringan kembali, saat saya coba bayar menggunakan dana bisa digunakan tetapi saldonya kurang.",1
aplikasi sampah . error terus,1
"makin kesini makin lemot, buat cek sisa kuota aja lodingnya ga ngotak, tolong lah jgn kaya gini terus, bukanya memudahkan malah bikin kesel",2
Tidak bisa isi no hp di My Telkomsel,5
bonus,5
"apakah masih seperti ini jaringan , agar saya secepatnya beralih ke provider lain",1
jaringan ampass cek kuota loading teruss,1
aplikasi busuk,1
"RATING 0000000000,1% KARTU MAHAL DOANG JARINGAN BAPUK",1
aplikasinya eror mulu,1
Tolong IT DBA/ IT OPS nya ganti aja ini udah diupdate malah tambah ngaco... mau beli paket data masa gak bisa pakai pulsa... setiap masuk apk nya kgk ke update pulsa dan kuota real timenya.,1
ok,5
kualitas baik,5
Ini app telkomsel kok jadi langloy lemot loading buffer mulu gak kebuka...!! Mohon segera dibenerin...!!,2
"GANTI HP TIDAK BISA LOGIN UDAH SEMINGGU, PAKE HP LAMA JUGA GA BISA, MAGIC LINK GANTI AJA SAMA OTP, MAGIC LINK SAMPAH!!!!",1
apa maksud mu jaringan kayak gini... di pake loading kayak gak punya internet.. padahal punya internet,1
mau log in kok susah ya.. katanya no gak terdaftar,1
gak bisa login .. selalu koneksi gagal terjadi kesalahan .. jd susah cek plsa maupun kuota .,1
loading terus klo dibuka.... capeee,1
sinyal busuk tolong di perbaiki KLO GK niat tutup aja,1
sinyal nya akhir akhir ini jelek banget,1
"di buka eror ,sinyal susah",1
mau berhenti langganan Paket Serba Lima Ribu tapi gak bisa di apk itu!!!! dia terus mengambil uang saya!!!! duh kecewa pokoknya.,1
"kenapa paket super seru yang harga rp.100000 85 GB tiap bulan jadi turun terus GB nya ,dari 85 GB jadi turun 75 GB, sekarang jadi 60 GB yang harga Rp.100000 , untuk TELKOMSEL KONSISTEN DONG , DIBALIKIN LAGI LAH HARGA PAKET SUPER SERU NYA YANG HARGA RP. 100000 MENJADI 85 GB LAGI, SEKIAN DARI SAYA THANKS",3
kuota mahal banget cuma 7 hari,3
"aplikasinya lemot, tapi minta update terus.. capek..",1
harga makin mahal jaringan makin amfas,1
aplikasi nya berat banget dibuka.. walaupun internet speed kenceng juga.. kebanyakan loading..,2
aplikasi tak bermutu selalu gagal transaksi mana sms kode nya telat masuk nya,1
"udah paketanya mahal, sinyalnya super lelet..!!! kalau gak segera berbenah siap"" aja kehilangan banyak pelanggan.😂",2
promo internet murah,5
"paket internet mahal banget nda ngotak, mentang-mentang jaringan tersebar seluruh indonesia, paket internet jual sesuka hati ngambil untung",1
sinyalmu bosok jembot,1
bagus,5
"sinyal ga stabil cenderung kurang mulu, harga maakin naik... duhh makin kesini makin ngaco",1
"ayolah perbaiki server nya, gua susah banget pake nih apk.. ngecek kuota aja gabisa, udah pake wifi, ampe gua kira paket gua abis karna gajalan loading di nih aplikasi.. jgn di bikin berat nih apk, susah gua pake fitur utama nya.. cobalah upgrade mode Live Time untuk kuota nya, susah banget sumpah musti di tarik atas ke bawah cuma buat mastiin kuota. itupun malam ini nunggu nya 30 menit gak kelar",1
lemot banget buka ini aplikasi,1
terima kasih fasilitas SOS Telkom nya membantu banget semoga ikhlas ya pihak Telkom nya,5
udah mah mahal kuotanya eh sinyalnya ngeleg ngelegkan dan sering ilang gmn si ini Telkomsel gw udh cape bgt nih sama lu,1
lelet gak jelas mau beli paket aja ribet apa lagi ngutang,1
ini aplikasinya kenapa Selalu Ngelag Kalau Cek Kuota? Update Terus!!!!?,1
bagus tapi beli pulsanya mahal,5
"Sumpah perbaiki Napa susah banget loding terus padahal jaringan lagi bagus juga, lagi urgent paket tinggal dikit malah mau beli loading Mulu. ngga nyaman banget!!!!!!",1
"Aplikasi versi terbaru udh ada fitur ""SAVE PULSA"" . Katanya kalo paketannya habis, tapi msh nyalain mobile data, pulsanya ga akan kepotong. tapi apa???? ini fitur save pulsa udh diaktifkan sama aja tuh pulsa gw kepotong2 juga -_- ABAL BGT TELKOMSEL!!! KALAH SAMA TRI YG DI APLIKASINYA GADA FITUR SAVE PULSA TAPI SECARA OTOMATIS GA AKAN MOTONG PULSA KETIKA MOBILE DATA NYA MSH NYALA. TOLONG LAH DI PERBAIKI !!! DIKIT2 MINTA UPDATE APLIKASI -_- OGAH AMAT NGUPDATE2 SETIAP SAAT. GADA PERUBAHAN PUN.",1
harganya sih udah oke menurut saya cuma kualitas jaringannya tolong di perbaiki lagi masa iya kartu berkelas jaringannya bikin cemas,2
bagus,5
buat promo lah mu Telkomsel,5
makin kesini makin gak jelas aplikasinya. ganti aja programer mu,2
"Telkomsel bosok harga kuota dengan jaringan tidak sepadan, harga mahal jaringan bosok,,",1
mantap bonus tingkat kan terus,5
sebelum update force closed mulu. after updated stuck mulu gamasuk masuk. mau nya apa sih? nambah umur usaha malah makin jelek.,1
"halaman awal selalu loading, tidak bisa menampilkan sisa kuota. sangat jelek",1
sangat baik dan seru,5
"sinyal penuh tp internet lebih sering terputus dibanding operator lain. masalah bukan di handphone tapi kualitas jaringan internet Telkomsel, harga tdk sesuai kualitas",1
jringn bagus loding terusss😖,5
"Aplikasinya selalu nge bug , harus hapus data dulu baru normal",1
tolong lah jaringan bagus apknya tdk bisa terbuka apa lahh ini,1
jaringan payah !! suka hilang2an..,1
eror trus mau beliin org paket,1
"udh apk sering error susah reset kalo mau cek transaksi jaringan kalo lagi di pakai merah teros mentang"" kartu kau warna merah kah begitu",1
"smenjak aplikasi indihome dilebur ke my telkimsel gak jelas bgt sekarang, menunya dimana, malahan banyak fitur2 yg gak penting tampil di my telkomsel, oiii niat gak sih jualan indihome, ane mau protes nih, udah paketnya jelek sering RTO, mau komplain menunya pun tak jelas ada dimana nya",1
"menu gak halam gak bisa kebuka stak di awal, padahal sinya bagus, masalah ini sudah lama dan belum ada perbaikan",2
aplikasi buat internet aja dibuat berat,3
TIAP HARI BANYAK SPAM CALL GA JELAS SEHARI BISA 5 BAHKAN PERNAH 10X DGN NOMER BERBEDA? APA DATA SAYA BOCOR? APA DATA DIJUAL KE TELEMARKETING? GANGGU BANGET.,1
jujur aja Telkomsel tak seperti dulu 🙏,3
bagus,5
"bos, sinyal lambat ya belakangan ini? area jakarta pusat nih bos.",4
knpa jdi bodoh apk ini gk bisa lg beli paket di sini,1
apk aneh,1
"gila gilaaaa, udah internet ga terlalu setabil, aplikasi nya lemot, harga kuota juga mahal mahal.",1
sejauh ini baik dan banyak hadiahnya,5
mantap pokonyah,5
the best,5
"kalo mendung sinyal busuk banget, Nggak mendung aja busuk, udh 5g to tetep lah, gak rekomendasi buat ngegame deh, yg ditingkatkan cuma harga tp sinyal dll nggak di urus. Mahal Doang Sinyal Gak di gagas",1
ini apaan coba apk nggk jelas masa nggk bisa login harus regristrasi ulang dulu kartunya padahal itu nomor dari 2021 lo mana poin juga udah 300k lebih hadehhh apk rusak,1
baik,5
aplikasi makin kesini susah dibuka akses susah terjangkau,2
Telkomsel pepek paket mahal sinyal murahan,1
"tolong perbaiki sinyal dan jaringan telkomsel, masa kalah sama yang sebelah, udah mahal lelet lagi",1
sangat Murah dan banyak gratis Nya,1
TELKOM. NYET JARINGAN 4G!!!!! KEMBALIIIN SEPERTI DULUUUUUU WOYYY NGELAGHHHH MULUUUUUU TELKOMMMM !!!!!!!!!!,1
kuota mahal sinyal susah,1
mantap telkosel,5
setiap buka aplikasi selalu loading. gak bisa cek status paketan. harus hapus data atau uninstall dulu kalo mau cek sisa paket data.,3
"mantabs, gercep bro, lanjutkan telkomsel.",5
mantap lah,5
"Error terus, menyulitkan bukan memudahkan!",1
harga sangat murah,5
"file tolong diupload dulu masa tolong melulu, apa nya kalau Telkomsel Indonesia tolong melulu, menunggu nya berjam jam",3
"lag bangett, buka aplikasi home nya loading mulu ga selesai-selesai padahal juga ada kuota nya. Kuota abis mau isi ga bisa, kuota mahal pula. Ini kenapa ya apk nya begini mulu ga di perbaiki?",1
bagus,5
jelek bgt lola!!!,1
"kelamaan loading nya, buat cek paket ja lama jdi kurang puas mengunakan nya",2
terbaik,5
bagus,5
bagus dan mudah beli pulsa,5
"versi terbaru malah berat mau buka aplikasi Telkomsel aj loading trs ga kebuka, ga seperti versi lama enteng",1
"untuk melaporkan keluhan masalah indihome mereka lama bergerak, saya sudah 4 hari melapor, CSnya hanya menyuruh tunggu2 tanpa ada info selanjutnya, saya rasa mereka sengaja lama lamain, buat apa ada menu laporan kalau ga diproses juga?, CSnya jelek, tolong indihome segera perbagus pelayanannya, kalau bisa ganti aja CS CS yg malas kerja itu, sampe saat ini pesan saya tidak dibalas lagi, gini kah pelayan CS?. ANEH",1
lol mian game kek babi ngntd,1
ko jadi lemot ya buka nya pdhal jaringan saya full dan 4g+!!,1
sangat membantu,5
aplikasi sering banget eror kurang Bagus,1
sinyal lelet.. ralat dari bintang 2 ke 1 makin kesini sinyal makin kesana kuota cpt abis harga mahal,1
"Aplikasi lelet kebanyakan gaya, lelet banget sumpah padahal jaringan lancar",1
makin parah skrng Telkomsel!! masa aktif skrng semakin pelit!! byk x korupsi nya,1
tambah mahal. 100k biasanya dapet 80gb skarang cm 60gb. beralih indosat aja,1
Alhamdulillah pelayanannya bagus .. good luck Telkomsel..,5
ok,5
wah saya kamum. banyak kali bonus ny loh apk nih si rekomedasi gays 👍 saya suka,5
Gopay saya error,1
jelek,1
ga banget paket yang di beli tiba tiba hilang padahal baru dipakai beberapa gb aja dan juga paket nya mahal mahal sering gagal transaksi dan masih banyak kekurangan yang harus diperbaiki tolong di perbaiki lagi aplikasi nya,1
aplikasinya bener bener lemot,1
tetep aja aplikasi ga jelas dan berat,1
"sinyal kek apalah,udah lah mahal sinyal ngedat'",1
tambah tambah bulan tambah tahun semakin jelek. beli kuota gk masuk2 adh seharian nunggu azzu azzuu,1
lemot... aplikasi susah d gunakan..,2
aplikasi paling lemot,1
menarik,3
"kadang lah kadang gak,tambahin cara dapatin stamp nya",4
Sangat sering EROR,1
good job,5
keren,5
"mahal doang kualitas makin buruk,,,udh gtu gak ada perbaikan buat kualitas jaringan nya,,, makin kesini makin kesono,, pdahal pemain lama👎👎👎",1
mantap tuk kita berteman indah di dunia banyak teman,3
"mahal mahal , apalagi kuota sos nya behh😘🥰🥰😍😍 muachh",1
paketnya mahal2,2
"makin lama apl ini makin rumit dan lelet jaringan😮‍💨 dan makin mahal,dan kadang karuan apa lg pas mau beli sekian setelah dibeli makin banyak makin murah 😏 gk jelas bangat keterangan data sma harga nya🤬mengecewakan.",3
SEKIAN KALINYA APK SERING EROR GAK BISA BUAT BELI PAKET.. SANGAT MENYUSAHKAN SEKALI DAN BIKIN SUSAH SEKALI SANGAT MERUGIKAN. SINYAL YG JUGA SERING KALI HILANG DISAAT PAS LAGI TRANSAKSI HINGGA PERNAH RUGI 7 JUTA PER TRANSAKSI.. BIKIN PELANGGAN KAPOK,1
sinyal Telkomsel kayak bab1 beli mahal sinyal lelet,1
Sering update tapi tampah ancur aplikasinya. Koneksi bagus device juga bermasalah tapi tampilan selalu freeze tidak mau refresh. Mau bayar tagihan dan cek kuota aja sulitnya minta ampun. Telkomsel kalau mahal tapi kualitas bagus gk masalah. Tapi sudah dari dulu kualitas mengalami kemerosotan dengan tagihan atau tarif yang semakin tinggi,1
aplikasi provider telkomsel lemot,1
"kecewa banget,udah aplikasi nya error,jaringan nya juga bermasalah",1
baik sekali,5
aplikasi ngelek serig bug walau sudah update,1
"aplikasi ga worth ini merugikan yang ada, cuma mau daftar paket ajaa lama kali, update aja kenceng pelayanan di aplikasinya lamaa, benerin jaringan nya pas mau beli paket di aplikasi dulu boyy baruu banyak yangg makee Telkomsel, jaringan aja macam taik gitu, merugikan 🤟🤟, gausaa download boyy lamaa mending langsung ke telepon aja🤟",1
"minta update trus, tp aplikasinya lemot bgt. gk sesuai sama updatenya yg terlalu sering",2
"busuk, ganguan mulu",1
jelek loading mulu,1
"tolonglah diperbaiki apknya padahal jaringan udah bagus tapi pas buka ni apk kok lelet bet, buat cek kuota aja susah",1
baik sekali saya suka,5
"bagus, smoga dpat di kembangkan terus",5
Verry Good.,5
masih ada bug kalu masuk aplikasi pasti loding mulu padahal jaringan bagus,2
luar biasa,5
aplikasi aj.. masa ngisi pulsa 10 udah masuk terus ada notip dari internet doang ngurangin nya 4000 kan gbl...,1
"saya sudah lebih 1 bulan tidak bisa login ke apk ini, entah kenapa tidak tau penyebabnya, semua cara sudah dilakukan. hapus cache, restad hp, sampai sampai harus instal ulang, tapi tetap saja tidak bisa login. akhirnya terpaksa pakai apk telkomsel basic. tolonglah diatasi.",1
"jaringan Telkomsel makin ke sini mangkin kek vevek, nyesal gua pakek Telkomsel",1
ngelag terus sim tololll,1
sering ngebug,5
"sangat membantu disaat darurat,maju terus buat developer telkomsel",5
harga paket nya di kurangi😭,5
aplikasi koplak,1
"jaringan selalu lemot meskipun di kota"" besar kayak surabaya barat, heran harga mahal kualitas jaringan lemot",1
"Gimana si udh brp kali nyoba login dipaksa tutup terus, apa hpku ga kuat atau itu apk terlalu berat?? Kenapa gini amat mau nikmatin layanan. Kek layanan untuk hp kaum elit doang, hp kaum kentang gaboleh apa? Orang sama² bayar pulsa, paketan. Chuakz",5
aplikasi lemot padahal gue udah gold jaringan lemot aplikasi lemot ...ampun dah,1
"bagus, gampang, informatif",1
terlalu lemot dan kurang akurat,4
"lag banget sinyalnya, padahal posisi di kota",2
terimakasih dengan pelayanan nya,5
jlek,4
"ya ampun apk ini jelek bgt sih, kembalikan my indihome aja ga usah pake apk ini, jelek",1
mantap,5
"tidak seperti dulu, sering gak bisa cek kuota",1
mantap apk nya,5
"aplikasi sering tidak bisa di buka, harus uninstall dan download ulang. sekelas Telkomsel masak aplikasinya seperti ini",1
baik,5
"Aplikasinya perbaiki dong, masa mau nambah kuota aja gagal mulu. Jangan hanya dijawab pake robot, lakukan perbaikan...",2
i love my telkomsel.,5
"kenapa sering error, dan paket super seru yang tadinya 55GB sekarang jadi 42GB gimana Telkomsel ini tolong kembali kan lagi yang 55GB 7500 Rebu",1
Buka aplikasi nya lelet parah,1
semakin lama memakei pemakeyan semakin mahal harga paketan nya kualitas jaringan semakin buruk bonus pun gaguna ngasih bonus banyak cuma berlaku 2hari itupun sebulan sekali tambah buruk,2
"katanya kuota unlimited tapi kok di batas mana cuma bisa pake aplikasi tertentu lagi , harusnya dicantumkan limitnya ini gak ada deskripsi nya",1
kenapa apk saya tidak bisa kebuka,1
"provider murahan, ya telkomsel lah....... signal bobrok, perangkat butut semua seperti nya",1
bagus,3
murahkan dikit lagi laa,5
AYO RATE B1 AJA NI TELKOMSEL MAKIN HARI MAKIN PELIT AWAL BELI KUOTA 100 K BISA 80 GB SINYAL LANCAR MAKIN KESINI MAKIN KECIL KUOTA DRI 100 K JDI 60 GB UDAH GITU KDANG SINYAL JUGA JELEK BUAT BUKA APP SUSAH NGIRIM WA AJA NUNGGU 2 MNT..,1
"Tolong Yg Di Perbaikin Lagi Jaringannya, Saya Sampe Beli Hp Baru, Kiraiin Hp Saya Yg Lama Ngelag Ternyata Jaringannya Padahal Paketan Saya Masih Banyak SEKALI LAGI TOLONG KEPADA YANG TERHORMAT TELKOMSEL JARINGANNYA NGELAG BANGET!!!",1
kasimura laahh👍,5
"aplikasi sering eror chek kuota gak pernah bisa, jaringan buat aplikasi lain gampang padahal, buat buka menu juga sering muat ulang..",1
"parah pas main ML sinyal tiba tiba hilang, padahal mati lampu atau hujan deras juga gak. terjadi dihari Rabu 11 Juni jam 5an. kecewa beratt mana lagi WS maen di Glory 60an pakek Hero MMR pulak kacauu.",1
bagus,4
"sialan paket saya banyak, tiba2 aktif paket darurat yang menimbulkan saya berhutang 15k sadarnya juga pas sms dari 5050 kalau paket darurat sudah mau habis sedangkan paket ada 43gb lagi TELKOMSEL NGACOOOOO, beneran cuman gara2 kepaksa aja makai ini buat paket dari awal",1
beli paket flash sale 27 gb 50 rb. lemottttt nyaaa minta ampun,1
"terburuk,harga paket mahal apk error' terus",1
aplikasi bagus,5
jaringan nya sangat lancar juga kdng klo hujan agk sedikit nge legg,5
"Gak ada otak, tanpa pemberitahuan tiba-tiba naik... Aplikasi macam apa ini...",1
"sms promo dari 8000 sangat banyak & sangat menggangu, tolong jangan asal mendaftarkan nomor konsumen untuk promo tanpa ada persetujuan dr konsumen",1
aplikasi nya sangat berguna untuk beli paket murah,5
kenapa dengan my telkom saya ga bisa di login jing,1
"jaringan jelek, kouta mahal, cepat habis, kartu jelek, mending pake kartu lain aja",1
tolong jaringan nya d perbaiki,2
"sinyal aman, koneksi ajib harga bersaing. thxs buat promosinya sepanjang saya jd pengguna telkomsel",5
Perbaiki stabilitas signal,4
sangat buruk ni apk,1
ok,5
makin kesini bukan makin bagus malah makin parah,1
apknya bagus,5
thank you,5
apalikasi lemot parah . cobalah di perbaiki supaya aplikasi bisa di gunakan dengan baik . mau jaringan bagus atau tidak sama saja .,3
terkadang apk tidak bisa dibuka padahal jaringan aman,4
"Alhamdulillah saya tidak menggunakan Telkomsel lagi soalnya paketan yang sangat mahal dan jaringan yang suka nglek, jika kalian yang ingin jaringannya lancar gunakan aplikasi ini!! sekian terima kasih",1
"beli paket internet sakti,25gb internet utama 16gb,kuota nonton 9gb.tpi buka tiktok buka YouTube tetep aja yg berkurang paket utama,trus guna kuota nonton itu apa...serasa ditipu kalo gini,bikin kecewa pengguna aja.mau ngirit malah jdi boros,udah paketan mahal,sinyal jumping malah kuota GK bisa ke pake.sial pake telkom",1
lelet,1
"aplikasi sampah, jaringan bagus tapi aplikasi loading mulu, lemot jangan di download gak guna",1
wahhh!bagusbanget saya sangat suka 😍,5
Sengaja gw kasih b5.. biar kebaca!!!.. Bro? paket yg biasa gw beli 4gb 30hari 14rb kok jadi 4gb 14hari 15rb!?!?....#@#?#,5
"lemot klo lg ngecek kuota,,",1
kartu gak jelas sering ganguan mulu,1
"harga naik terus paket naik terus , aplikasi loading lambat",1
"ter log out sendiri, giliran mau login eror terus, rusak",1
Mantap jaringannya di Jakarta,5
sangat puas dengan aplikasi my telkomsel,5
buruk,1
lamaa,1
apk nya tidak bagus tidak ada gratisan nya,1
pulsa tau2 ilang,1
bingung sama Telkomsel ini. provider no 1 di Indonesia. tapi masak aplikasi MyTelkomsel nya sering bermasalah? kemana keuntungannya? masak tidak bisa perbaiki masalah kecil ini. kalah sama si biru dan kuning aplikasi mereka jarang rusak.,1
"aplikasi yang buruk, proses pembelian lama, dan juga sering misalnya saya sudah membeli kuota namun saat di cek event ekstra gembisa masih tidak terhitung dan juga saat cek paket sering tidak berubah total kuota nya masih sama seperti sebelum di cek harus dihapus data dulu baru berubah tolong diperbaiki ya pihak telkomsel",1
"perusahaan besar tapi bikin aplikasi seperti ini,loading lambat,jaringan suka busuk",1
baik,1
"Kenapa ya,akhir2 My Telkomsel klau dibuka lelet banget?Setlah ke buka ngilang dech alias keluar dr Aplikasi dgn sendirinya Tolong dong Telkomsel Perbaiki Aplikasinya.",1
baru bulan kemarin beli 100rb 90Gb. sekarang 100 rb cuman 24 gb. semakin gk recomen pake telkomsel.. dikira gw bos tambang harga paket makin gila,1
"padahal jaringan bagus buat YouTube lancar browsing lancar tapi buka aplikasi ini muter"" doang. apa yg salah?",1
"jaringan jelek, sering ilang' timbul",1
aplikasinya ngelag banget gak kaya sebelah,1
dari dulu sampe sekarang sinyal ga pernah bener,1
bagus,5
payah x log in..seratos x d coba GK masok,1
"JELEK BANGET SINYALNYA TAK STABIL, MAHAL SIH PAKETANNYA,TP JELEK SINYALNYA KALAH SAMA INDOSAT",1
kurang baik,2
ini aplikasi yang bagus bisa cek kouta Internet kita,5
setiap mau cek saldo gk pernah bisa2,1
good joob,5
puasssssssss,5
aplikasi lemot,1
kenapa ferivikasi harus photo selfie bareng KTP sih saya bukan mau pinjem duit woyyy..,1
"Mohon di perbaiki apk nya, untuk ngecek kuota aja tidak bisa.. harga paket mahal kualitas tidak ada perbaikan...",1
lemot,3
per bagus lagi aplikasinya biar gak bisa di buka di hp ram 2,1
bikin emosi aja!punya paket data tapi gak bisa dipake..sering erorr..lemot banget banget banget,1
susah akses aplikasi...,1
LEMOT,1
kenapa di hp saya gk bisa download my telkomsel ini??kata nya perangkat anda tidak kompetibel lagi katanya.,5
kartu paling buruk jaringan buruk,1
untuk layanan pembelian pulsa. tanpa pemberitahuan pulsa yg dibeli langsung terpotong oleh operator tanpa menyantumkan waktu kapan peminjaman pulsa ini membuat pemakai merasa tertitpu. tolong untuk pihak Telkomsel,1
"masa tiap bulan naik, biasa beli yg 100rb 100 gb ini jadi naik parah padahal udh member gold temen saya yg msih bronze aja lebih murah paketnya",1
tsel kurang jujur dalam menjual produk... tidak di paparkan secara detail.. kecewa sekali.. kuota aplikasi youtube masih ada tapi gliran play YT pulsa malah yang kepotong.. giliran di tanya katanya iklan di youtube pun harus kita yang bayar. Sayangnya kenapa tidak di infokan dari awal ya detailnya..,1
"apk ga jelas,sering log out sendiri,udah gitu mau login susah,keterangan nya terjadi kesalahan",1
"Kecewa, marketing kalian meyulitkan kami!",1
bagus,5
bagus,5
lelet banget,3
kenapa harga paket 28 hari naik ini?,1
mau upgrade ke 4g njir mnta bayar 10 rb pdhl untung pulsa sdh byk.. blom lagi mnta data ktp kk..lu bukan petugas sensus nyuri data secara halus nih,1
saya kasih bintang tiga Krena saya beli paket 1hari sepuasnya tiba² habis di siang hari kan GK manu' akal,3
sering lag padahal jaringan di apk lain lancar,1
nice,5
mantap,5
susah nelakukan transaksi. harys d gaoys nbd donload lafy,1
"aplikasi sampah lemot banget di buka gimana kita, mau beli kuota",1
"mangkin hari mangkin buruk kualitas sinyal Telkomsel, apalagi daerah² pedesaan. tolong, sudah kuota mahal jaringan sering tidak stabil, mohon di perhatikan lagi.. Terimakasih 🙏",2
no ribet no gabut... evrithing just crystal clear.. 👍👌😍,5
"udah harga internet paling mahal, sering jaringan tiba"" hilang berjam"" pas lagi ada meeting penting online pula sering banget sih kek gini, jelek banget makin kesini pake Telkomsel, sangat mengecewakan",1
bru isi pulsa sma paket data tpi luar biasa lambaaaatnya..,1
gak jelas aplikasinya cek kuota muter muter gk bs ngelag kbykn dkorupsi gak jelas bgt harga mahal cek kuota ajah susah muter muter,1
bagus,5
"kuota mahal, mau ganti metode pembayaran ga bisa. layanan CS ga ada yang live, adanya tanya veronika di tanya apa jawab apa ... hadehhh... pusat bantuan nya dimana ?",1
susah ah,1
top,4
pket nya mhal,1
cepat dan gampang,5
kacau aplikasiny,1
Terima kasih harga murahnya mbak Telkomsel🤩🤩 Tapi kok harga nya sering naik-naik ya..? Harga nya ga genap pulsa nya jadi nyisa:(( Ini gak ada niat kasih harga tetap kah?.. buat paketan nya kak kok tega banghet sama paketan yang sering kubeli masa berlaku paketnya di turunin setengah nya🥺🥺💔💔,5
ini kenapa pembayaran melalui dana tidak bisa di ganti akun tolong dibalas secepatnya,1
mempermudah pembelian paket internet dan banyak promo,5
kenapa paket intenet nomer satu dan yg lainnya tidak sama padahal sama2 simPATI tapi harga dan kuotanya berbeda. aneh,1
sangat bagus,4
"cuma MyTelkomsel yg ukuran apknya gede dan itu membuat lag, kalo bisa kurangin fitur yg gk penting di appnya.",5
susah banget mau buka bagian kuota internet..giliran mau tukar poin juga tiba tiba halaman tidak tersedia..dan kuota langganan gk bertahan lama..sekarang harga kuota semakin mahal,1
mantap,5
"makin kesini makin kurang banyak, isi pulsa / pembelian perpanjangan masa aktif tidak bisa dilakukan, alhasil kartu saya sampai kadaluwarsa. parahh",1
mantap pertahankan signal jaringan yg lancar,5
mau isi paket internet sudah 3minggu gK bisa,2
apk ga jelas,1
berat banget kek loading tronton,1
aplikasi butut ngecek kuota aja kaya nunggu kiamat hedeh udah lah kuota mahal nauzubillah huffffff tutup Jo Telkomsel,1
mantap,5
"baru jaringan Udah lumayan baik sebelum nya asal main gem. sebentar matikan data .bagus lagi ngak lama kambuh lagi matikan data lgi .login masuk gm nya itu yg lama. bisa ,afk Sampay 2x karen login kembali mekan Wak lama",4
makin mahal kuotanya makin lemot sinyalnya,2
Buruk. Pintar sekali nipunya 👏👏👏👏👏,1
"paket mahal, jaringan susah minta ampun",1
"KECEWA buang2 waktu, sudah 1 bulan jaringan ku mode E, tidak ada sama sekali tindakan dari Telkomsel, mending tutup aja kantor nya 👎👎",1
aplikali super lemot,2
"bagus ,tapi untuk harga paket data masih mahal",5
Niat memperbaiki kaga si. Tampilan terbaru lemot nya ya ampun. Aneh deh. Liat di komen sama bintang pada satu. Tpi 4.5 terlihat.,1
"menyesal membeli kartu ini seumur hidup di karenakan jaringan sering tidak stabil,untuk kalian yang ingin membeli kartu ini sebaiknya pikir pikir lagi karena jaringannya tidak bagus untuk di perkotaan maupun di pedesaan.",1
"parah,udah daftar paketan kuota harian,saldo dana sudah terpotong tapi kuotannya gak masuk. hadech😠😠😠",1
maaf saya telah memberikan rating buruk kepada my Telkomsel itu kesalahan saya karna tadi saya kesal karna pulsa saya hilang itu kelalai an syaa mohon maaf,5
sangat memuaskan murah sekali,5
"selama saya menggunakan Telkomsel, aman2 aja cepat dan mungkin kesibukan jaringan jg yg membuat lelet pengiriman. dan pernah saya jg kehilangan saldo di rekening saya. mohon lah utk hal ini supaya lebih di tingkatkan lagi pengamanan nya. terima kasih",5
Tambah mahal kalo kita terus transaksi,1
Mau itu bnyak data atau bnyak signal tetap my Telkomsel terlalu berat ini apk susah sekali kalau mau buka.,2
"udah mahal, sinyalnya jelek banget pula",2
aplikasi no. 1 terburuk dan terlemot di Indonesia,1
sinyal agak jelek,3
telkomsel lemot paraaah. padahal sinyal lancar aman,1
